review_title	review_id	headlines_layer	headlines_serial	headlines_section_title	paper_id	title	abstract	author	citation_count	influential_citation_count	is_open_access	open_access_pdf	publication_types	ref_number	section_serial	tldr	url
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	2	2.5	Future of automated liquid-handling	92bf820a63f445e3ca32fb2fb0db9dff26d6029f	An automated approach to prepare tissue-derived spatially barcoded RNA-sequencing libraries		Anders Jemt	53	0	1	{"status":"GOLD","url":"https://www.nature.com/articles/srep37137.pdf"}	["JournalArticle"]	10	2.5	{"model":"tldr@v2.0.0","text":"A protocol for retaining spatial information of transcripts has been adapted to run on a robotic workstation and the results are reduced technical variability between replicates and a higher throughput, processing four times more samples with less than a third of the hands on time, compared to the standard protocol."}	https://www.semanticscholar.org/paper/92bf820a63f445e3ca32fb2fb0db9dff26d6029f
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	9d1fc4e31f59310e48532932f6ddea424b3ec986	An integrated map of genetic variation from 1,092 human genomes		Gil A. David M. Richard M. Gonçalo R. David R. Aravind McVean Altshuler (Co-Chair) Durbin (Co-Chair) Abec	7716	401	1	{"status":"HYBRID","url":"https://www.nature.com/articles/nature11632.pdf"}	["JournalArticle"]	11	1	{"model":"tldr@v2.0.0","text":"It is shown that evolutionary conservation and coding consequence are key determinants of the strength of purifying selection, that rare-variant load varies substantially across biological pathways, and that each individual contains hundreds of rare non-coding variants at conserved sites, such as motif-disrupting changes in transcription-factor-binding sites."}	https://www.semanticscholar.org/paper/9d1fc4e31f59310e48532932f6ddea424b3ec986
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.1	Scale of automation		Applications & Solutions - Genomics - NGS sample preparation								12	2.2.1		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	1ac60e90c44bcbf679c9ddc11c8fdee019aea8bb	Are whole-exome and whole-genome sequencing approaches cost-effective? A systematic review of the literature		MA Katharina Schwarze BSc	368	5	1	{"status":"HYBRID","url":"http://www.gimjournal.org/article/S1098360021046736/pdf"}	["Review"]	13	1	{"model":"tldr@v2.0.0","text":"The current health economic evidence base to support the more widespread use of WES and WGS in clinical practice is very limited and studies that carefully evaluate the costs, effectiveness, and cost-effectiveness of these tests are urgently needed to support their translation into clinical practice."}	https://www.semanticscholar.org/paper/1ac60e90c44bcbf679c9ddc11c8fdee019aea8bb
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	2	2.3	Big-deck v/s low-cost robotic liquid handling systems	1ac60e90c44bcbf679c9ddc11c8fdee019aea8bb	Are whole-exome and whole-genome sequencing approaches cost-effective? A systematic review of the literature		MA Katharina Schwarze BSc	368	5	1	{"status":"HYBRID","url":"http://www.gimjournal.org/article/S1098360021046736/pdf"}	["Review"]	14	2.3	{"model":"tldr@v2.0.0","text":"The current health economic evidence base to support the more widespread use of WES and WGS in clinical practice is very limited and studies that carefully evaluate the costs, effectiveness, and cost-effectiveness of these tests are urgently needed to support their translation into clinical practice."}	https://www.semanticscholar.org/paper/1ac60e90c44bcbf679c9ddc11c8fdee019aea8bb
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	be8dcc3eb02d02a693429ed117146223af98b81a	Assessing the Costs and Cost-Effectiveness of Genomic Sequencing	Despite dramatic drops in DNA sequencing costs, concerns are great that the integration of genomic sequencing into clinical settings will drastically increase health care expenditures. This commentary presents an overview of what is known about the costs and cost-effectiveness of genomic sequencing. We discuss the cost of germline genomic sequencing, addressing factors that have facilitated the decrease in sequencing costs to date and anticipating the factors that will drive sequencing costs in the future. We then address the cost-effectiveness of diagnostic and pharmacogenomic applications of genomic sequencing, with an emphasis on the implications for secondary findings disclosure and the integration of genomic sequencing into general patient care. Throughout, we ground the discussion by describing efforts in the MedSeq Project, an ongoing randomized controlled clinical trial, to understand the costs and cost-effectiveness of integrating whole genome sequencing into cardiology and primary care settings.	K. Christensen	97	1	1	{"status":"GOLD","url":"https://www.mdpi.com/2075-4426/5/4/470/pdf?version=1449748761"}	["Review","JournalArticle"]	15	1	{"model":"tldr@v2.0.0","text":"Attempts in the MedSeq Project are described, to understand the costs and cost-effectiveness of integrating whole genome sequencing into cardiology and primary care settings, and the implications for secondary findings disclosure and the integration of genomes into general patient care."}	https://www.semanticscholar.org/paper/be8dcc3eb02d02a693429ed117146223af98b81a
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.6	Washing and decontamination		ASSIST | Automating Multichannel Pipettes | INTEGRA								16	2.2.6		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8				680b3441384deba69284af28d5f2632ec247f652	Automated calibration of TECAN genesis liquid handling workstation utilizing an online balance and density meter.	With robotics widely used in bioanalytical assays, accurate system performance is essential to ensure the quality and productivity of the robotics. In our lab, an automated calibration procedure has been developed to evaluate the precision and accuracy of the TECAN (Research Triangle Park, NC, U.S.A.) Genesis liquid handling system in a bioanalytical laboratory setting. The calibrations were performed by transferring and weighing the solvents automatically on a microbalance controlled by a Gemini program. From the data acquired, calibration reports were generated using a template. The novel aspect of this approach is the use of an on-line balance and a density meter, both of which combine to make the calibration process simple, efficient, and precise. For quantitative bioanalysis, a variety of solvents, including methanol, water, mixed solvents, and plasma, are typically used to prepare standards and unknown samples. Density information is usually unknown for the mixed solvents, and the density of plasma can vary from species to species. However, with the use of a universal density meter, the density could be obtained in seconds. The issue of solvent evaporation during the calibration process was also addressed. Calibration curves were set up for various liquid classes. Pipetting volumes ranged from 10 microL to 900 microL. Precision and accuracy results obtained from the semiannual performance evaluations showed this procedure to be reliable and user-friendly. Using the automated calibration procedure, the calibration and performance evaluation of the robotic system is considerably more efficient, and the incidence of unacceptable precision and accuracy is greatly reduced.	Iris H Xie	25	1	0		["JournalArticle"]	17		{"model":"tldr@v2.0.0","text":"An automated calibration procedure has been developed to evaluate the precision and accuracy of the TECAN Genesis liquid handling system in a bioanalytical laboratory setting and results obtained from the semiannual performance evaluations showed it to be reliable and user-friendly."}	https://www.semanticscholar.org/paper/680b3441384deba69284af28d5f2632ec247f652
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	2	2.1	Overview of technologies	e538e73cc6c00e8fee36cb7e5715d8398dcad6ca	Automatic Liquid Handling for Life Science	Liquid handling plays a pivotal role in life science laboratories. In experiments such as gene sequencing, protein crystallization, antibody testing, and drug screening, liquid biosamples frequently must be transferred between containers of varying sizes and/or dispensed onto substrates of varying types. The sample volumes are usually small, at the micro- or nanoliter level, and the number of transferred samples can be huge when investigating large-scope combinatorial conditions. Under these conditions, liquid handling by hand is tedious, time-consuming, and impractical. Consequently, there is a strong demand for automated liquid-handling methods such as sensor-integrated robotic systems. In this article, we survey the current state of the art in automatic liquid handling, including technologies developed by both industry and research institutions. We focus on methods for dealing with small volumes at high throughput and point out challenges for future advancements.	F. Kong	131	1	1	{"status":"HYBRID","url":"http://slas-technology.org/article/S247263032201679X/pdf"}	["Review","JournalArticle"]	18	2.1	{"model":"tldr@v2.0.0","text":"The current state of the art in automatic liquid handling, including technologies developed by both industry and research institutions are surveyed, focusing on methods for dealing with small volumes at high throughput and point out challenges for future advancements."}	https://www.semanticscholar.org/paper/e538e73cc6c00e8fee36cb7e5715d8398dcad6ca
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	bdc14f96ac36e1a8301847505eb7f9604260b796	Automating Procedures for Processing, Cryopreservation, Storage, and Manipulation of Human Peripheral Blood Mononuclear Cells		J. Cox	7	0	1	{"status":"CLOSED","url":"https://journals.sagepub.com/doi/pdf/10.1016/S1535-5535-03-00202-8"}	["Review"]	19	1	{"model":"tldr@v2.0.0","text":"Current practices of collection, processing, cryopreservation, storage, and manipulation of human peripheral blood mononuclear cells are reviewed and the need for automation is explored."}	https://www.semanticscholar.org/paper/bdc14f96ac36e1a8301847505eb7f9604260b796
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	0d67a0ac518f3b3ac8f3593a17d0eebfbd07311e	Automating the screening process		Adam Smith	2	0	1	{"status":"BRONZE","url":"https://www.nature.com/articles/418453b.pdf"}		20	1		https://www.semanticscholar.org/paper/0d67a0ac518f3b3ac8f3593a17d0eebfbd07311e
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	c167a157a8dc807c8c3d3e8f122b7d4e1a22d34a	Automation for genomics, part one: preparation for sequencing.	In the past four years, automation for genomics has enabled a 43-fold increase in the total finished human genomic sequence in the world. This two-part noncomprehensive review will provide an overview of different types of automation equipment used in genome sequencing. Part One focuses on equipment involved in DNA preparation, DNA sequencing reactions, and other automated procedures for preparing DNA for running on sequencers or subsequent analysis; it also includes information on the development of these machines at various genome centers. Part Two, to be published in the next issue, will cover sequencing machinery and array technology, and conclude with a look at the future technologies that will revolutionize molecular biology. "Alternate" sequencing technologies (including mass spectrometry, biochips, and single-molecule analysis) will also be examined.	D. Meldrum	75	1	1	{"status":"HYBRID","url":"https://genome.cshlp.org/content/10/8/1081.full.pdf"}	["Review","JournalArticle"]	21	1	{"model":"tldr@v2.0.0","text":"This two-part noncomprehensive review will provide an overview of different types of automation equipment used in genome sequencing, including equipment involved in DNA preparation, DNA sequencing reactions, and other automated procedures for preparing DNA for running on sequencers or subsequent analysis."}	https://www.semanticscholar.org/paper/c167a157a8dc807c8c3d3e8f122b7d4e1a22d34a
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	2	2.1	Overview of technologies	c167a157a8dc807c8c3d3e8f122b7d4e1a22d34a	Automation for genomics, part one: preparation for sequencing.	In the past four years, automation for genomics has enabled a 43-fold increase in the total finished human genomic sequence in the world. This two-part noncomprehensive review will provide an overview of different types of automation equipment used in genome sequencing. Part One focuses on equipment involved in DNA preparation, DNA sequencing reactions, and other automated procedures for preparing DNA for running on sequencers or subsequent analysis; it also includes information on the development of these machines at various genome centers. Part Two, to be published in the next issue, will cover sequencing machinery and array technology, and conclude with a look at the future technologies that will revolutionize molecular biology. "Alternate" sequencing technologies (including mass spectrometry, biochips, and single-molecule analysis) will also be examined.	D. Meldrum	75	1	1	{"status":"HYBRID","url":"https://genome.cshlp.org/content/10/8/1081.full.pdf"}	["Review","JournalArticle"]	22	2.1	{"model":"tldr@v2.0.0","text":"This two-part noncomprehensive review will provide an overview of different types of automation equipment used in genome sequencing, including equipment involved in DNA preparation, DNA sequencing reactions, and other automated procedures for preparing DNA for running on sequencers or subsequent analysis."}	https://www.semanticscholar.org/paper/c167a157a8dc807c8c3d3e8f122b7d4e1a22d34a
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	91e4691fdf9a5a6165e362eae245aee85fc398aa	Automation for genomics, part two: sequencers, microarrays, and future trends.	Automation for genomics has enabled a 43-fold increase in the total finished human genomic sequence in the world in the past four years. This is the second half of a two-part, noncomprehensive review that presents an overview of different types of automation equipment used in genome sequencing. The first part of the review, published in the previous issue, focused on automated procedures used to prepare DNA for sequencing or analysis. This second part of the review presents a look at available DNA sequencers and array technology and concludes with a look at future technologies. Alternate sequencing technologies including mass spectrometry, biochips, and single molecule analysis are included in this review.	D. Meldrum	123	1	1	{"status":"HYBRID","url":"https://genome.cshlp.org/content/10/9/1288.full.pdf"}	["Review","JournalArticle"]	23	1	{"model":"tldr@v2.0.0","text":"This is the second half of a two-part, noncomprehensive review that presents an overview of different types of automation equipment used in genome sequencing."}	https://www.semanticscholar.org/paper/91e4691fdf9a5a6165e362eae245aee85fc398aa
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	2614d21811c2b1774a41c0f182239de059b084fc	Automation of an absorbed enzyme immunoassay for the detection of Mycobacterium paratuberculosis antibodies for an eradication program.		W. Dimech	7	0	0		["JournalArticle","Study"]	24	1	{"model":"tldr@v2.0.0","text":"Modification to the Parachek kit resulted in a change in reagent volume and a reduction in packaging that reduced the cost of the test by 25%."}	https://www.semanticscholar.org/paper/2614d21811c2b1774a41c0f182239de059b084fc
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8				5cfa2f82881d6bae9dbadadfc454927f5fd99507	Automation of PacBio SMRTbell NGS library preparation for bacterial genome sequencing		N. Kong	24	3	1	{"status":"GOLD","url":"https://environmentalmicrobiome.biomedcentral.com/track/pdf/10.1186/s40793-017-0239-1"}	["JournalArticle"]	25		{"model":"tldr@v2.0.0","text":"The TapeStation System proved to be a reliable method that could be used in a 96-well plate format to QC the DNA equivalent to the standard Bioanalyzer System results, and is preferable to the DNA 12000 assay on the Bioanalyzer System, which cannot run genomic DNA, nor can the Bioanalyzer work directly from the 96-well plates."}	https://www.semanticscholar.org/paper/5cfa2f82881d6bae9dbadadfc454927f5fd99507
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	2	2.5	Future of automated liquid-handling	867071b18b12e1e311077cf08cad7f387100b58c	Automation of Spatial Transcriptomics library preparation to enable rapid and robust insights into spatial organization of tissues		E. Berglund	17	0	1	{"status":"GOLD","url":"https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-020-6631-z"}	["JournalArticle"]	26	2.5	{"model":"tldr@v2.0.0","text":"The new automated Sp spatial Transcriptomics protocol using the Agilent Bravo Automated Liquid Handling Platform rapidly generates high-quality Spatial Transcriptomics libraries and is shown to be highly accurate and almost completely free from technical variability between prepared samples."}	https://www.semanticscholar.org/paper/867071b18b12e1e311077cf08cad7f387100b58c
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	a2beda96027c3729d6874bf631fab0029df53ae0	Clinical applicability and cost of a 46-gene panel for genomic analysis of solid tumours: Retrospective validation and prospective audit in the UK National Health Service	Background Single gene tests to predict whether cancers respond to specific targeted therapies are performed increasingly often. Advances in sequencing technology, collectively referred to as next generation sequencing (NGS), mean the entire cancer genome or parts of it can now be sequenced at speed with increased depth and sensitivity. However, translation of NGS into routine cancer care has been slow. Healthcare stakeholders are unclear about the clinical utility of NGS and are concerned it could be an expensive addition to cancer diagnostics, rather than an affordable alternative to single gene testing. Methods and findings We validated a 46-gene hotspot cancer panel assay allowing multiple gene testing from small diagnostic biopsies. From 1 January 2013 to 31 December 2013, solid tumour samples (including non-small-cell lung carcinoma [NSCLC], colorectal carcinoma, and melanoma) were sequenced in the context of the UK National Health Service from 351 consecutively submitted prospective cases for which treating clinicians thought the patient had potential to benefit from more extensive genetic analysis. Following histological assessment, tumour-rich regions of formalin-fixed paraffin-embedded (FFPE) sections underwent macrodissection, DNA extraction, NGS, and analysis using a pipeline centred on Torrent Suite software. With a median turnaround time of seven working days, an integrated clinical report was produced indicating the variants detected, including those with potential diagnostic, prognostic, therapeutic, or clinical trial entry implications. Accompanying phenotypic data were collected, and a detailed cost analysis of the panel compared with single gene testing was undertaken to assess affordability for routine patient care. Panel sequencing was successful for 97% (342/351) of tumour samples in the prospective cohort and showed 100% concordance with known mutations (detected using cobas assays). At least one mutation was identified in 87% (296/342) of tumours. A locally actionable mutation (i.e., available targeted treatment or clinical trial) was identified in 122/351 patients (35%). Forty patients received targeted treatment, in 22/40 (55%) cases solely due to use of the panel. Examination of published data on the potential efficacy of targeted therapies showed theoretically actionable mutations (i.e., mutations for which targeted treatment was potentially appropriate) in 66% (71/107) and 39% (41/105) of melanoma and NSCLC patients, respectively. At a cost of £339 (US$449) per patient, the panel was less expensive locally than performing more than two or three single gene tests. Study limitations include the use of FFPE samples, which do not always provide high-quality DNA, and the use of “real world” data: submission of cases for sequencing did not always follow clinical guidelines, meaning that when mutations were detected, patients were not always eligible for targeted treatments on clinical grounds. Conclusions This study demonstrates that more extensive tumour sequencing can identify mutations that could improve clinical decision-making in routine cancer care, potentially improving patient outcomes, at an affordable level for healthcare providers.	A. Hamblin	66	0	1	{"status":"GOLD","url":"https://journals.plos.org/plosmedicine/article/file?id=10.1371/journal.pmed.1002230&type=printable"}	["Study","JournalArticle"]	27	1	{"model":"tldr@v2.0.0","text":"This study demonstrates that more extensive tumour sequencing can identify mutations that could improve clinical decision-making in routine cancer care, potentially improving patient outcomes, at an affordable level for healthcare providers."}	https://www.semanticscholar.org/paper/a2beda96027c3729d6874bf631fab0029df53ae0
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	06e3969b842b46fdd4eead6201f249803c786a7c	Comparison of Sample Preparation Methods Used for the Next-Generation Sequencing of Mycobacterium tuberculosis	The advent and widespread application of next-generation sequencing (NGS) technologies to the study of microbial genomes has led to a substantial increase in the number of studies in which whole genome sequencing (WGS) is applied to the analysis of microbial genomic epidemiology. However, microorganisms such as Mycobacterium tuberculosis (MTB) present unique problems for sequencing and downstream analysis based on their unique physiology and the composition of their genomes. In this study, we compare the quality of sequence data generated using the Nextera and TruSeq isolate preparation kits for library construction prior to Illumina sequencing-by-synthesis. Our results confirm that MTB NGS data quality is highly dependent on the purity of the DNA sample submitted for sequencing and its guanine-cytosine content (or GC-content). Our data additionally demonstrate that the choice of library preparation method plays an important role in mitigating downstream sequencing quality issues. Importantly for MTB, the Illumina TruSeq library preparation kit produces more uniform data quality than the Nextera XT method, regardless of the quality of the input DNA. Furthermore, specific genomic sequence motifs are commonly missed by the Nextera XT method, as are regions of especially high GC-content relative to the rest of the MTB genome. As coverage bias is highly undesirable, this study illustrates the importance of appropriate protocol selection when performing NGS studies in order to ensure that sound inferences can be made regarding mycobacterial genomes.	A. Tyler	44	2	1		["JournalArticle"]	28	1	{"model":"tldr@v2.0.0","text":"The results confirm that MTB NGS data quality is highly dependent on the purity of the DNA sample submitted for sequencing and its guanine-cytosine content, and demonstrate that the choice of library preparation method plays an important role in mitigating downstream sequencing quality issues."}	https://www.semanticscholar.org/paper/06e3969b842b46fdd4eead6201f249803c786a7c
